,HP_sid,experiment_ID,sample_ID,sample_type,sample_state,sample_lot,biopsy_id,culture_date,biopsy_replicate,biopsy_diameter_mm,digestion_volume_ul,dilution_factor,assay_volume_ul,loaded_weight1_mg,loaded_weight2_mg,tube_weight1_mg,tube_weight2_mg,operator,std_conc_ug_per_well,media_type,biomaterial_id,reaction_date,abs,sheet_name,location,data check,normalized_abs,r_squared,net weight mg,ug/well,mg/ml,mg/biopsy,mg/cm2,avg mg/biopsy,mg/biopsy std,avg mg/cm2,mg/cm2 std,avg mg/ml,mg/ml std
67,24,HP82-20240202,Hyp-media_0.00625,sample,liquid,,Hyp-media_0.00625,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.175,Plate2,D12,,0.175,,,0.05220590409523629,0.010441180819047258,,,,,,,0.010280465127381126,0.010280465127381126
68,25,HP82-20240202,Col_1,sample,liquid,,Col_1,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.9,Plate2,E1,,0.9,,,0.6348002863849693,0.12696005727699386,,,,,,,0.12414753267283654,0.12414753267283654
69,25,HP82-20240202,Col_1,sample,liquid,,Col_1,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.865,Plate2,F1,,0.865,,,0.606675040343396,0.12133500806867921,,,,,,,0.12414753267283654,0.12414753267283654
70,25,HP82-20240202,Col_1,sample,liquid,,Col_1,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.826,Plate2,G1,,0.826,,,0.5753354804684999,0.11506709609369999,,,,,,,0.12414753267283654,0.12414753267283654
71,25,HP82-20240202,Col_1,sample,liquid,,Col_1,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.905,Plate2,H1,,0.905,,,0.6388181786766226,0.1277636357353245,,,,,,,0.12414753267283654,0.12414753267283654
72,26,HP82-20240202,Col_0.5,sample,liquid,,Col_0.5,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.466,Plate2,E2,,0.466,,,0.2860472354694602,0.057209447093892044,,,,,,,0.05728980493972512,0.05728980493972512
73,26,HP82-20240202,Col_0.5,sample,liquid,,Col_0.5,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.456,Plate2,F2,,0.456,,,0.27801145088615353,0.05560229017723071,,,,,,,0.05728980493972512,0.05728980493972512
74,26,HP82-20240202,Col_0.5,sample,liquid,,Col_0.5,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.467,Plate2,G2,,0.467,,,0.2868508139277909,0.057370162785558176,,,,,,,0.05728980493972512,0.05728980493972512
75,26,HP82-20240202,Col_0.5,sample,liquid,,Col_0.5,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.473,Plate2,H2,,0.473,,,0.2916722846777748,0.05833445693555496,,,,,,,0.05728980493972512,0.05728980493972512
76,27,HP82-20240202,Water,sample,liquid,,Water,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.114,Plate1,E1,,0.114,,,-0.0025904356637977827,-0.0005180871327595566,,,,,,,-0.0024239256677701278,-0.0024239256677701278
77,27,HP82-20240202,Water,sample,liquid,,Water,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.088,Plate1,F1,,0.088,,,-0.024399645111239363,-0.004879929022247873,,,,,,,-0.0024239256677701278,-0.0024239256677701278
78,27,HP82-20240202,Water,sample,liquid,,Water,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.116,Plate1,G1,,0.116,,,-0.0009128041678407306,-0.0001825608335681461,,,,,,,-0.0024239256677701278,-0.0024239256677701278
79,27,HP82-20240202,Water,sample,liquid,,Water,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.229,Plate1,H1,,0.229,,,0.09387337535373225,0.018774675070746448,,,,,,,-0.0024239256677701278,-0.0024239256677701278
80,27,HP82-20240202,Water,sample,liquid,,Water,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.088,Plate2,E3,,0.088,,,-0.01770542177953166,-0.003541084355906332,,,,,,,-0.0024239256677701278,-0.0024239256677701278
81,27,HP82-20240202,Water,sample,liquid,,Water,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.088,Plate2,F3,,0.088,,,-0.01770542177953166,-0.003541084355906332,,,,,,,-0.0024239256677701278,-0.0024239256677701278
82,27,HP82-20240202,Water,sample,liquid,,Water,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.088,Plate2,G3,,0.088,,,-0.01770542177953166,-0.003541084355906332,,,,,,,-0.0024239256677701278,-0.0024239256677701278
83,27,HP82-20240202,Water,sample,liquid,,Water,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.09,Plate2,H3,,0.09,,,-0.016098264862870332,-0.0032196529725740664,,,,,,,-0.0024239256677701278,-0.0024239256677701278
84,28,HP82-20240202,Media,sample,liquid,,Media,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.089,Plate1,E2,,0.089,,,-0.02356082936326083,-0.004712165872652166,,,,,,,-0.00010457793907688664,-0.00010457793907688664
85,28,HP82-20240202,Media,sample,liquid,,Media,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.086,Plate1,F2,,0.086,,,-0.0260772766071964,-0.0052154553214392805,,,,,,,-0.00010457793907688664,-0.00010457793907688664
86,28,HP82-20240202,Media,sample,liquid,,Media,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.086,Plate1,G2,,0.086,,,-0.0260772766071964,-0.0052154553214392805,,,,,,,-0.00010457793907688664,-0.00010457793907688664
87,28,HP82-20240202,Media,sample,liquid,,Media,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.227,Plate1,H2,,0.227,,,0.09219574385777518,0.018439148771555038,,,,,,,-0.00010457793907688664,-0.00010457793907688664
88,28,HP82-20240202,Media,sample,liquid,,Media,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.125,Plate2,E4,,0.125,,,0.012026981178702989,0.002405396235740598,,,,,,,-0.00010457793907688664,-0.00010457793907688664
89,28,HP82-20240202,Media,sample,liquid,,Media,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.121,Plate2,F4,,0.121,,,0.008812667345380318,0.0017625334690760635,,,,,,,-0.00010457793907688664,-0.00010457793907688664
90,28,HP82-20240202,Media,sample,liquid,,Media,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.123,Plate2,G4,,0.123,,,0.01041982426204166,0.002083964852408332,,,,,,,-0.00010457793907688664,-0.00010457793907688664
91,28,HP82-20240202,Media,sample,liquid,,Media,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.129,Plate2,H4,,0.129,,,0.01524129501202566,0.003048259002405132,,,,,,,-0.00010457793907688664,-0.00010457793907688664
92,3,HP82-20240202,Gelatin-water_0.625,sample,liquid,,Gelatin-water_0.625,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.602,Plate1,A3,,0.602,,,0.40675164934972086,0.08135032986994417,,,,,,,0.07103289616980837,0.07103289616980837
93,3,HP82-20240202,Gelatin-water_0.625,sample,liquid,,Gelatin-water_0.625,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.543,Plate1,B3,,0.543,,,0.3572615202189881,0.07145230404379763,,,,,,,0.07103289616980837,0.07103289616980837
94,3,HP82-20240202,Gelatin-water_0.625,sample,liquid,,Gelatin-water_0.625,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.538,Plate1,C3,,0.538,,,0.3530674414790955,0.07061348829581911,,,,,,,0.07103289616980837,0.07103289616980837
95,3,HP82-20240202,Gelatin-water_0.625,sample,liquid,,Gelatin-water_0.625,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.538,Plate1,D3,,0.538,,,0.3530674414790955,0.07061348829581911,,,,,,,0.07103289616980837,0.07103289616980837
96,4,HP82-20240202,Gelatin-water_0.3125,sample,liquid,,Gelatin-water_0.3125,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.468,Plate1,A4,,0.468,,,0.294350339120599,0.0588700678241198,,,,,,,0.032866779636785616,0.032866779636785616
97,4,HP82-20240202,Gelatin-water_0.3125,sample,liquid,,Gelatin-water_0.3125,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.316,Plate1,B4,,0.316,,,0.16685034542786364,0.03337006908557273,,,,,,,0.032866779636785616,0.032866779636785616
98,4,HP82-20240202,Gelatin-water_0.3125,sample,liquid,,Gelatin-water_0.3125,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.309,Plate1,C4,,0.309,,,0.160978635192014,0.0321957270384028,,,,,,,0.032866779636785616,0.032866779636785616
99,4,HP82-20240202,Gelatin-water_0.3125,sample,liquid,,Gelatin-water_0.3125,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.31,Plate1,D4,,0.31,,,0.1618174509399925,0.0323634901879985,,,,,,,0.032866779636785616,0.032866779636785616
100,5,HP82-20240202,Gelatin-water_0.15625,sample,liquid,,Gelatin-water_0.15625,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.235,Plate1,A5,,0.235,,,0.09890626984160336,0.019781253968320672,,,,,,,0.014412833181258132,0.014412833181258132
101,5,HP82-20240202,Gelatin-water_0.15625,sample,liquid,,Gelatin-water_0.15625,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.203,Plate1,B5,,0.203,,,0.07206416590629067,0.014412833181258133,,,,,,,0.014412833181258132,0.014412833181258132
102,5,HP82-20240202,Gelatin-water_0.15625,sample,liquid,,Gelatin-water_0.15625,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.203,Plate1,C5,,0.203,,,0.07206416590629067,0.014412833181258133,,,,,,,0.014412833181258132,0.014412833181258132
103,5,HP82-20240202,Gelatin-water_0.15625,sample,liquid,,Gelatin-water_0.15625,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.201,Plate1,D5,,0.201,,,0.07038653441033363,0.014077306882066726,,,,,,,0.014412833181258132,0.014412833181258132
104,6,HP82-20240202,Gelatin-water_0.078125,sample,liquid,,Gelatin-water_0.078125,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.15,Plate1,A6,,0.15,,,0.027606931263429002,0.005521386252685801,,,,,,,0.0053536231030900956,0.0053536231030900956
105,6,HP82-20240202,Gelatin-water_0.078125,sample,liquid,,Gelatin-water_0.078125,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.321,Plate1,B6,,0.321,,,0.17104442416775623,0.034208884833551244,,,,,,,0.0053536231030900956,0.0053536231030900956
106,6,HP82-20240202,Gelatin-water_0.078125,sample,liquid,,Gelatin-water_0.078125,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.146,Plate1,C6,,0.146,,,0.024251668271514912,0.0048503336543029825,,,,,,,0.0053536231030900956,0.0053536231030900956
107,6,HP82-20240202,Gelatin-water_0.078125,sample,liquid,,Gelatin-water_0.078125,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.148,Plate1,D6,,0.148,,,0.02592929976747195,0.00518585995349439,,,,,,,0.0053536231030900956,0.0053536231030900956
108,7,HP82-20240202,Gelatin-media_2.5,sample,liquid,,Gelatin-media_2.5,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,1.705,Plate1,A7,,1.705,,,1.3319654193700305,0.2663930838740061,,,,,,,0.2640443997796663,0.2640443997796663
109,7,HP82-20240202,Gelatin-media_2.5,sample,liquid,,Gelatin-media_2.5,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,1.692,Plate1,B7,,1.692,,,1.3210608146463096,0.2642121629292619,,,,,,,0.2640443997796663,0.2640443997796663
110,7,HP82-20240202,Gelatin-media_2.5,sample,liquid,,Gelatin-media_2.5,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,1.69,Plate1,C7,,1.69,,,1.3193831831503529,0.26387663663007055,,,,,,,0.2640443997796663,0.2640443997796663
111,7,HP82-20240202,Gelatin-media_2.5,sample,liquid,,Gelatin-media_2.5,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,1.646,Plate1,D7,,1.646,,,1.2824752902392977,0.25649505804785955,,,,,,,0.2640443997796663,0.2640443997796663
112,8,HP82-20240202,Gelatin-media_1.25,sample,liquid,,Gelatin-media_1.25,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,1.034,Plate1,A8,,1.034,,,0.7691200524764423,0.15382401049528846,,,,,,,0.14711348451146028,0.14711348451146028
113,8,HP82-20240202,Gelatin-media_1.25,sample,liquid,,Gelatin-media_1.25,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,1.002,Plate1,B8,,1.002,,,0.7422779485411296,0.14845558970822592,,,,,,,0.14711348451146028,0.14711348451146028
114,8,HP82-20240202,Gelatin-media_1.25,sample,liquid,,Gelatin-media_1.25,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.986,Plate1,C8,,0.986,,,0.7288568965734733,0.14577137931469467,,,,,,,0.14711348451146028,0.14711348451146028
115,8,HP82-20240202,Gelatin-media_1.25,sample,liquid,,Gelatin-media_1.25,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.958,Plate1,D8,,0.958,,,0.7053700556300746,0.14107401112601492,,,,,,,0.14711348451146028,0.14711348451146028
116,9,HP82-20240202,Gelatin-media_0.625,sample,liquid,,Gelatin-media_0.625,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.67,Plate1,A9,,0.67,,,0.46379112021226043,0.09275822404245208,,,,,,,0.07682072483086017,0.07682072483086017
117,9,HP82-20240202,Gelatin-media_0.625,sample,liquid,,Gelatin-media_0.625,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.565,Plate1,B9,,0.565,,,0.37571546667451555,0.07514309333490311,,,,,,,0.07682072483086017,0.07682072483086017
118,9,HP82-20240202,Gelatin-media_0.625,sample,liquid,,Gelatin-media_0.625,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.585,Plate1,C9,,0.585,,,0.392491781634086,0.0784983563268172,,,,,,,0.07682072483086017,0.07682072483086017
119,9,HP82-20240202,Gelatin-media_0.625,sample,liquid,,Gelatin-media_0.625,01-31-2024,1,,800,4,20,,,,,DS,,,,01-31-2024,0.554,Plate1,D9,,0.554,,,0.3664884934467519,0.07329769868935038,,,,,,,0.07682072483086017,0.07682072483086017
120,29,HP82-20240202,Hyp 0.05 std,standard,liquid,20240129,Hyp 0.05 std,01-26-2024,1,,100,1,20,,,,,DS,1,,,01-30-2024,1.262,Plate1,E7,,1.262,0.9960337853139246,,,,,,,,,,,
121,29,HP82-20240202,Hyp 0.05 std,standard,liquid,20240129,Hyp 0.05 std,01-26-2024,1,,100,1,20,,,,,DS,1,,,01-30-2024,1.314,Plate1,F7,,1.314,0.9960337853139246,,,,,,,,,,,
122,29,HP82-20240202,Hyp 0.05 std,standard,liquid,20240129,Hyp 0.05 std,01-26-2024,1,,100,1,20,,,,,DS,1,,,01-30-2024,1.252,Plate2,E7,,1.252,0.9710097699699916,,,,,,,,,,,
123,29,HP82-20240202,Hyp 0.05 std,standard,liquid,20240129,Hyp 0.05 std,01-26-2024,1,,100,1,20,,,,,DS,1,,,01-30-2024,1.293,Plate2,F7,,1.293,0.9710097699699916,,,,,,,,,,,
124,30,HP82-20240202,Hyp 0.04 std,standard,liquid,20240129,Hyp 0.04 std,01-26-2024,1,,100,1,20,,,,,DS,0.8,,,01-30-2024,1.056,Plate1,E8,,1.056,0.9960337853139246,,,,,,,,,,,
125,30,HP82-20240202,Hyp 0.04 std,standard,liquid,20240129,Hyp 0.04 std,01-26-2024,1,,100,1,20,,,,,DS,0.8,,,01-30-2024,1.081,Plate1,F8,,1.081,0.9960337853139246,,,,,,,,,,,
126,30,HP82-20240202,Hyp 0.04 std,standard,liquid,20240129,Hyp 0.04 std,01-26-2024,1,,100,1,20,,,,,DS,0.8,,,01-30-2024,1.044,Plate2,E8,,1.044,0.9710097699699916,,,,,,,,,,,
127,30,HP82-20240202,Hyp 0.04 std,standard,liquid,20240129,Hyp 0.04 std,01-26-2024,1,,100,1,20,,,,,DS,0.8,,,01-30-2024,1.222,Plate2,F8,,1.222,0.9710097699699916,,,,,,,,,,,
128,31,HP82-20240202,Hyp 0.03 std,standard,liquid,20240129,Hyp 0.03 std,01-26-2024,1,,100,1,20,,,,,DS,0.6,,,01-30-2024,0.857,Plate1,E9,,0.857,0.9960337853139246,,,,,,,,,,,
129,31,HP82-20240202,Hyp 0.03 std,standard,liquid,20240129,Hyp 0.03 std,01-26-2024,1,,100,1,20,,,,,DS,0.6,,,01-30-2024,0.82,Plate1,F9,,0.82,0.9960337853139246,,,,,,,,,,,
130,31,HP82-20240202,Hyp 0.03 std,standard,liquid,20240129,Hyp 0.03 std,01-26-2024,1,,100,1,20,,,,,DS,0.6,,,01-30-2024,0.801,Plate2,E9,,0.801,0.9710097699699916,,,,,,,,,,,
131,31,HP82-20240202,Hyp 0.03 std,standard,liquid,20240129,Hyp 0.03 std,01-26-2024,1,,100,1,20,,,,,DS,0.6,,,01-30-2024,0.935,Plate2,F9,,0.935,0.9710097699699916,,,,,,,,,,,
132,32,HP82-20240202,Hyp 0.02 std,standard,liquid,20240129,Hyp 0.02 std,01-26-2024,1,,100,1,20,,,,,DS,0.4,,,01-30-2024,0.637,Plate1,E10,,0.637,0.9960337853139246,,,,,,,,,,,
133,32,HP82-20240202,Hyp 0.02 std,standard,liquid,20240129,Hyp 0.02 std,01-26-2024,1,,100,1,20,,,,,DS,0.4,,,01-30-2024,0.625,Plate1,F10,,0.625,0.9960337853139246,,,,,,,,,,,
134,32,HP82-20240202,Hyp 0.02 std,standard,liquid,20240129,Hyp 0.02 std,01-26-2024,1,,100,1,20,,,,,DS,0.4,,,01-30-2024,0.752,Plate2,E10,,0.752,0.9710097699699916,,,,,,,,,,,
135,32,HP82-20240202,Hyp 0.02 std,standard,liquid,20240129,Hyp 0.02 std,01-26-2024,1,,100,1,20,,,,,DS,0.4,,,01-30-2024,0.612,Plate2,F10,,0.612,0.9710097699699916,,,,,,,,,,,
136,33,HP82-20240202,Hyp 0.01 std,standard,liquid,20240129,Hyp 0.01 std,01-26-2024,1,,100,1,20,,,,,DS,0.2,,,01-30-2024,0.373,Plate1,E11,,0.373,0.9960337853139246,,,,,,,,,,,
137,33,HP82-20240202,Hyp 0.01 std,standard,liquid,20240129,Hyp 0.01 std,01-26-2024,1,,100,1,20,,,,,DS,0.2,,,01-30-2024,0.351,Plate1,F11,,0.351,0.9960337853139246,,,,,,,,,,,
138,33,HP82-20240202,Hyp 0.01 std,standard,liquid,20240129,Hyp 0.01 std,01-26-2024,1,,100,1,20,,,,,DS,0.2,,,01-30-2024,0.354,Plate2,E11,,0.354,0.9710097699699916,,,,,,,,,,,
139,33,HP82-20240202,Hyp 0.01 std,standard,liquid,20240129,Hyp 0.01 std,01-26-2024,1,,100,1,20,,,,,DS,0.2,,,01-30-2024,0.347,Plate2,F11,,0.347,0.9710097699699916,,,,,,,,,,,
140,34,HP82-20240202,Hyp 0 std,standard,liquid,20240129,Hyp 0 std,01-26-2024,1,,100,1,20,,,,,DS,0,,,01-30-2024,0.086,Plate1,E12,,0.086,0.9960337853139246,,,,,,,,,,,
141,34,HP82-20240202,Hyp 0 std,standard,liquid,20240129,Hyp 0 std,01-26-2024,1,,100,1,20,,,,,DS,0,,,01-30-2024,0.096,Plate1,F12,,0.096,0.9960337853139246,,,,,,,,,,,
142,34,HP82-20240202,Hyp 0 std,standard,liquid,20240129,Hyp 0 std,01-26-2024,1,,100,1,20,,,,,DS,0,,,01-30-2024,0.086,Plate2,E12,,0.086,0.9710097699699916,,,,,,,,,,,
143,34,HP82-20240202,Hyp 0 std,standard,liquid,20240129,Hyp 0 std,01-26-2024,1,,100,1,20,,,,,DS,0,,,01-30-2024,0.089,Plate2,F12,,0.089,0.9710097699699916,,,,,,,,,,,
